Split 1,Split 2,Cohort Date,First Deposit C,First Deposit S,Deposit APPC,First Deposit 2 Deposit Conversion,24h First Deposit 2 Deposit Conversion,7D First Deposit 2 Deposit Conversion,1D Deposit S,1D Deposit C,3D Deposit S,7D Deposit S,7D Deposit C,14D Deposit S,14D Deposit C,30D Deposit C,28D Deposit S,Marketing Spend,1D CNGR,3D CNGR,7D CNGR,14D CNGR,28D CNGR,Mono Instant Depositor Share,Registration C,Split 3
RockitMedia,Spain,2025-08-27,1,20,11.0,100.0,100.0,100.0,140,7,160,160,8,160,8,8,160,180.0,82,141,140,140,140,0.0,7,2424
RockitMedia,Spain,2025-08-28,1,20,6.0,100.0,0.0,100.0,20,1,40,40,2,100,5,5,100,180.0,24,38,37,89,88,0.0,10,2424
RockitMedia,Spain,2025-08-31,2,40,10.0,100.0,0.0,100.0,40,2,40,60,3,160,4,5,180,360.0,28,28,-280,-200,-186,0.0,6,2424
RockitMediaS,France,2025-09-28,4,139,38.5,100.0,50.0,100.0,299,8,299,1691,31,1931,37,45,2081,1810.0,236,235,739,997,1133,0.0,12,2648
RockitMediaS,France,2025-09-29,1,50,3.0,100.0,100.0,100.0,150,3,150,150,3,150,3,3,150,452.0,117,116,116,116,116,0.0,3,2648
RockitMediaS,France,2025-09-30,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,452.0,16,15,15,15,15,0.0,3,2648
RockitMediaS,France,2025-10-01,1,100,1.0,0.0,0.0,0.0,100,1,100,100,1,100,1,1,100,171.0,72,71,71,71,71,0.0,1,2648
RockitMediaS,France,2025-10-09,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,171.0,20,19,19,19,19,0.0,1,2648
RockitMediaS,France,2025-10-21,3,70,24.67,66.67,66.67,66.67,190,6,210,980,22,1060,26,48,1980,512.0,112,73,90,876,1730,0.0,8,2648
RockitMediaS,France,2025-10-22,2,50,2.5,100.0,50.0,100.0,128,4,148,148,5,148,5,5,148,341.0,64,81,119,119,119,0.0,6,2648
RockitMediaS,France,2025-10-23,3,100,7.0,66.67,66.67,66.67,290,10,350,600,21,600,21,21,600,512.0,232,283,512,511,511,0.0,7,2648
RockitMediaS,France,2025-10-24,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,171.0,16,16,17,17,17,0.0,1,2648
RockitMediaS,France,2025-10-25,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,171.0,16,15,15,15,15,0.0,1,2648
RockitMediaS,France,2025-11-15,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,0.0,9,17,17,17,17,0.0,1,2648
RockitMediaS,Germany,2025-10-07,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,221.0,37,37,37,37,37,100.0,8,2728
RockitMediaS,Germany,2025-10-08,4,140,9.25,100.0,100.0,100.0,320,10,400,440,14,490,16,29,770,882.0,299,369,403,445,684,0.0,6,2728
RockitMediaS,Germany,2025-10-09,2,100,9.0,100.0,50.0,100.0,265,9,335,355,13,355,13,14,380,441.0,224,278,294,294,314,0.0,3,2728
RockitMediaS,Germany,2025-10-10,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,221.0,17,17,17,17,17,0.0,1,2728
RockitMediaS,Germany,2025-10-19,1,20,6.0,100.0,0.0,100.0,20,1,20,40,2,60,3,3,60,221.0,12,12,-67,-51,-51,0.0,1,2728
RockitMediaS,Italy,2025-10-07,2,45,3.5,50.0,0.0,50.0,45,2,45,65,3,65,3,6,105,341.0,38,38,55,55,86,50.0,5,2688
RockitMediaS,Italy,2025-10-23,3,60,2.67,100.0,66.67,100.0,120,6,140,160,8,160,8,8,160,512.0,94,110,33,33,33,0.0,12,2688
RockitMediaS,Italy,2025-10-24,5,110,2.4,60.0,0.0,60.0,130,6,170,219,10,259,12,12,259,853.0,99,112,154,173,208,0.0,7,2688
RockitMediaS,Italy,2025-10-25,3,60,4.67,100.0,66.67,100.0,180,9,180,260,13,280,14,14,280,512.0,149,148,215,232,232,0.0,7,2688
RockitMediaS,Italy,2025-11-02,1,20,2.0,100.0,0.0,0.0,20,1,20,20,1,20,1,2,40,0.0,16,16,12,12,23,0.0,1,2688
SAIDteam2_S,Australia,2025-08-14,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,0.0,21,21,22,21,20,100.0,4,ramis
SAIDteam2_S,Australia,2025-08-15,3,84,2.0,0.0,0.0,0.0,84,3,84,84,3,84,3,3,84,0.0,-87,-68,-30,-30,-31,100.0,8,Karaman
SAIDteam2_S,Australia,2025-08-16,1,278,1.0,0.0,0.0,0.0,278,1,278,278,1,278,1,1,278,0.0,253,253,253,253,253,0.0,8,Karaman
SAIDteam2_S,Australia,2025-08-19,2,55,1.5,50.0,50.0,50.0,83,3,83,83,3,83,3,3,83,0.0,67,67,68,68,68,50.0,11,ramis
SAIDteam2_S,Australia,2025-08-27,1,28,7.0,100.0,100.0,100.0,196,7,196,196,7,196,7,7,196,0.0,168,168,168,168,169,0.0,1,Karaman
SAIDteam2_S,Australia,2025-08-28,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,0.0,-34,-34,-6,-6,-6,0.0,1,ramis
SAIDteam2_S,Australia,2025-08-29,1,28,3.0,100.0,0.0,0.0,28,1,28,28,1,28,1,2,56,0.0,-30,-22,14,23,2,0.0,1,Karaman
SAIDteam2_S,Australia,2025-09-16,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,0.0,22,22,22,22,22,0.0,4,Karaman
SAIDteam2_S,Australia,2025-12-18,2,45,3.0,100.0,0.0,100.0,45,2,45,62,3,62,3,3,62,360.32802312,33,26,46,46,46,0.0,11,Hoang
SAIDteam2_S,Belgium,2025-08-11,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,17,17,17,18,18,100.0,1,Blinov
SAIDteam2_S,Belgium,2025-11-11,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,468.32522191,22,22,22,22,22,0.0,3,grinevich
SAIDteam2_S,Belgium,2025-11-12,1,20,4.0,100.0,0.0,100.0,20,1,20,80,4,80,4,4,80,442.0760357,15,15,66,66,66,0.0,1,grinevich
SAIDteam2_S,Belgium,2025-12-09,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,368.51851452,16,16,16,16,16,0.0,1,Kolupaev
SAIDteam2_S,Belgium,2025-12-13,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,14,15,15,15,15,0.0,1,Ilyhin
SAIDteam2_S,Canada,2025-11-10,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,196.90443474,25,25,26,26,26,0.0,7,grinevich
SAIDteam2_S,Canada,2025-11-11,2,86,1.5,50.0,0.0,0.0,86,2,86,86,2,111,3,3,111,746.00269107,9,77,77,97,97,0.0,20,grinevich
SAIDteam2_S,Canada,2025-11-12,3,179,2.67,33.33,33.33,33.33,672,7,794,794,8,794,8,8,794,645.4545955,525,636,633,633,633,0.0,29,grinevich
SAIDteam2_S,Canada,2025-11-13,5,141,6.8,80.0,40.0,60.0,233,8,258,258,9,258,9,12,258,1320.09579988,83,104,129,159,159,0.0,29,grinevich
SAIDteam2_S,Canada,2025-11-14,4,150,2.0,75.0,50.0,75.0,241,6,271,302,8,302,8,8,302,689.54523508,-31,-8,61,74,74,0.0,20,grinevich
SAIDteam2_S,Canada,2025-11-15,3,92,36.0,100.0,66.67,100.0,178,6,178,387,14,630,23,65,1887,0.0,149,151,328,544,-1999,0.0,3,grinevich
SAIDteam2_S,Canada,2025-11-16,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,0.0,-84,-36,-36,-36,-36,0.0,1,grinevich
SAIDteam2_S,Canada,2025-11-18,1,31,2.0,100.0,100.0,100.0,61,2,61,61,2,61,2,2,61,0.0,53,53,53,53,53,0.0,1,grinevich
SAIDteam2_S,Canada,2025-11-20,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,0.0,-378,-438,-365,-365,-365,0.0,1,grinevich
SAIDteam2_S,Canada,2025-11-21,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,0.0,20,20,19,19,19,0.0,3,grinevich
SAIDteam2_S,Canada,2025-11-22,1,31,2.0,100.0,100.0,100.0,62,2,62,62,2,62,2,2,62,0.0,50,50,43,49,49,100.0,1,grinevich
SAIDteam2_S,Canada,2025-11-25,1,25,2.0,100.0,0.0,100.0,25,1,49,49,2,49,2,2,49,282.74655227,-35,-14,-14,-14,-14,0.0,7,grinevich
SAIDteam2_S,Canada,2025-11-26,6,178,1.33,33.33,33.33,33.33,239,8,239,239,8,239,8,8,239,647.6406495,186,186,189,189,189,33.33,20,grinevich
SAIDteam2_S,Canada,2025-11-27,3,92,1.33,33.33,0.0,33.33,117,4,117,117,4,117,4,4,117,895.74936776,101,100,100,100,100,0.0,24,grinevich
SAIDteam2_S,Canada,2025-11-28,6,203,3.33,66.67,50.0,66.67,493,14,493,517,15,576,17,20,601,1042.4015316,253,322,369,381,402,0.0,36,grinevich
SAIDteam2_S,Canada,2025-11-29,11,315,2.64,36.36,18.18,27.27,469,17,469,469,17,587,21,29,829,1159.8462018000002,232,198,317,-150,57,9.09,46,grinevich
SAIDteam2_S,Canada,2025-11-30,6,179,4.0,66.67,66.67,66.67,315,11,345,512,17,809,24,24,809,931.105032,273,297,433,691,690,16.67,34,grinevich
SAIDteam2_S,Canada,2025-12-01,4,111,6.5,75.0,25.0,50.0,686,14,778,1211,25,1211,25,26,1242,973.29883794,196,297,438,538,536,0.0,31,grinevich
SAIDteam2_S,Canada,2025-12-02,3,92,1.33,33.33,33.33,33.33,117,4,117,117,4,117,4,4,117,825.1990975800001,72,73,73,73,73,0.0,24,grinevich
SAIDteam2_S,Canada,2025-12-03,3,172,3.67,66.67,66.67,66.67,227,5,506,817,9,817,9,11,867,832.2715440000001,-54,211,-353,-353,-311,0.0,22,grinevich
SAIDteam2_S,Canada,2025-12-04,2,61,3.0,50.0,0.0,50.0,92,3,92,123,4,123,4,6,185,886.19559522,-234,-265,-210,-212,-213,0.0,32,grinevich
SAIDteam2_S,Canada,2025-12-05,4,105,2.0,25.0,25.0,25.0,130,5,130,130,5,179,7,8,204,567.1230596199999,98,114,115,144,180,0.0,27,grinevich
SAIDteam2_S,Canada,2025-12-06,3,81,2.0,100.0,100.0,100.0,161,6,161,161,6,161,6,6,161,547.02854362,94,94,117,137,137,0.0,32,grinevich
SAIDteam2_S,Canada,2025-12-07,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,327.17221134,-3,-3,-3,28,28,0.0,23,grinevich
SAIDteam2_S,Canada,2025-12-08,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,492.78372,28,27,27,28,28,0.0,20,grinevich
SAIDteam2_S,Canada,2025-12-10,2,56,1.0,0.0,0.0,0.0,56,2,56,56,2,56,2,2,56,436.909265,49,49,49,49,49,0.0,20,grinevich
SAIDteam2_S,Canada,2025-12-11,1,25,2.0,100.0,100.0,100.0,50,2,50,50,2,50,2,2,50,238.01537448000002,43,43,44,44,44,0.0,15,grinevich
SAIDteam2_S,Canada,2025-12-12,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,153.65912952,22,22,22,22,22,0.0,8,grinevich
SAIDteam2_S,Canada,2025-12-15,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,460.74803775,19,19,19,19,19,0.0,11,grinevich
SAIDteam2_S,Canada,2025-12-16,2,62,1.0,0.0,0.0,0.0,62,2,62,62,2,62,2,2,62,565.52330952,55,55,58,58,58,0.0,19,grinevich
SAIDteam2_S,Canada,2025-12-17,1,31,2.0,100.0,100.0,100.0,62,2,62,62,2,62,2,2,62,418.215213,52,52,52,51,51,0.0,7,grinevich
SAIDteam2_S,Canada,2025-12-18,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,303.25371492,27,27,27,27,27,0.0,10,grinevich
SAIDteam2_S,Canada,2025-12-19,3,93,4.0,33.33,33.33,33.33,232,7,232,481,12,481,12,12,481,282.95584668,189,189,453,453,453,0.0,13,grinevich
SAIDteam2_S,Canada,2025-12-20,2,62,1.0,0.0,0.0,0.0,62,2,62,62,2,62,2,2,62,88.85381894999999,38,52,52,53,53,0.0,3,grinevich
SAIDteam2_S,Canada,2025-12-21,2,62,6.5,50.0,50.0,50.0,124,4,403,403,13,403,13,13,403,173.81161161,-193,66,97,97,97,0.0,9,grinevich
SAIDteam2_S,Canada,2025-12-25,4,118,1.0,0.0,0.0,0.0,118,4,118,118,4,118,4,4,118,152.17910786,75,75,75,75,75,0.0,7,grinevich
SAIDteam2_S,Canada,2025-12-26,1,62,8.0,100.0,100.0,100.0,2048,7,2514,2514,8,2514,8,8,2514,0.0,1251,1092,1092,1092,1092,0.0,18,grinevich
SAIDteam2_S,Canada,2025-12-27,7,205,1.71,57.14,57.14,57.14,301,12,301,301,12,301,12,12,301,0.0,76,76,76,76,76,0.0,54,grinevich
SAIDteam2_S,Spain,2025-12-03,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,348.80756664,29,29,29,29,29,100.0,2,Stacenko
SAIDteam2_S,Spain,2025-12-05,2,40,3.0,100.0,100.0,100.0,120,5,120,120,5,140,6,6,140,198.34403654,-94,-97,-92,-94,-74,0.0,2,Stacenko
SAIDteam2_S,Spain,2025-12-10,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,16,14,14,14,14,0.0,1,Stacenko
SAIDteam2_S,France,2025-10-10,3,120,36.33,66.67,33.33,66.67,240,6,330,520,14,995,27,62,1905,308.366604,88,276,442,865,1662,33.33,8,Ilyhin
SAIDteam2_S,France,2025-10-12,1,20,8.0,100.0,0.0,100.0,20,1,60,100,5,100,5,7,140,342.67576005000006,15,47,80,80,113,0.0,4,Ilyhin
SAIDteam2_S,France,2025-10-13,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,262.51739228,17,17,17,17,17,0.0,3,Ilyhin
SAIDteam2_S,France,2025-10-14,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,260.63133148000003,16,16,16,16,16,100.0,8,Ilyhin
SAIDteam2_S,France,2025-10-16,1,30,1.0,0.0,0.0,0.0,30,1,30,30,1,30,1,1,30,302.88596052,26,26,26,26,26,0.0,7,Ilyhin
SAIDteam2_S,France,2025-10-19,1,20,3.0,100.0,100.0,100.0,60,3,60,60,3,60,3,3,60,297.11545149000005,-199,-200,-200,-200,-200,0.0,9,Ilyhin
SAIDteam2_S,France,2025-10-20,1,50,82.0,100.0,100.0,100.0,380,13,690,750,27,1160,44,82,2040,287.706276,341,550,471,367,1662,0.0,4,Ilyhin
SAIDteam2_S,France,2025-10-21,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,316.61704035,15,15,15,15,15,0.0,10,Ilyhin
SAIDteam2_S,France,2025-10-23,1,20,11.0,100.0,100.0,100.0,420,9,420,520,10,540,11,11,540,280.4538867,-115,-115,-27,-10,-10,0.0,2,Ilyhin
SAIDteam2_S,France,2025-10-24,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,266.41550598,41,41,41,41,41,0.0,6,Ilyhin
SAIDteam2_S,France,2025-10-26,1,20,3.0,100.0,100.0,100.0,60,3,60,60,3,60,3,3,60,260.15731092,49,49,49,49,49,0.0,2,Ilyhin
SAIDteam2_S,Czech Republic,2025-11-03,1,21,118.0,100.0,100.0,100.0,6093,48,6943,10280,96,11138,117,118,11200,272.12676426,5220,2721,5583,6320,6373,0.0,4,Grinevich
SAIDteam2_S,Czech Republic,2025-11-04,2,72,4.5,100.0,100.0,100.0,410,8,410,410,8,410,8,9,431,1163.5338227500001,291,330,330,330,348,0.0,11,Grinevich
SAIDteam2_S,Czech Republic,2025-11-06,3,123,15.0,66.67,66.67,66.67,3750,21,3750,3750,21,3750,21,45,10797,1062.91955588,2702,2702,2702,2703,8600,0.0,9,grinevich
SAIDteam2_S,Czech Republic,2025-11-07,2,72,3.5,100.0,100.0,100.0,298,7,298,298,7,298,7,7,298,1980.0412876399998,254,254,253,253,253,0.0,12,Kolupaev
SAIDteam2_S,Czech Republic,2025-11-08,3,62,4.67,33.33,33.33,33.33,288,14,288,288,14,288,14,14,288,2615.71768458,235,240,240,240,240,0.0,19,grinevich
SAIDteam2_S,Czech Republic,2025-11-09,2,42,2.0,0.0,0.0,0.0,42,2,42,42,2,42,2,2,42,2503.1578371800006,10,-13,-12,11,11,0.0,14,grinevich
SAIDteam2_S,Czech Republic,2025-11-10,7,417,26.2,200.0,100.0,200.0,1393,22,1393,1434,24,1620,29,34,1723,3044.68229,932,968,1000,1165,1246,0.0,4,Eske
SAIDteam2_S,Czech Republic,2025-11-11,17,591,26.14,214.29000000000002,200.0,214.29000000000002,2786,52,5187,5715,100,6542,117,146,7090,6373.84573462,2175,3726,3379,4068,4146,0.0,4,Eske
SAIDteam2_S,Czech Republic,2025-11-12,3,93,2.0,33.33,33.33,33.33,247,6,247,247,6,247,6,6,247,6972.526777319999,162,167,178,178,178,33.33,29,grinevich
SAIDteam2_S,Czech Republic,2025-11-13,7,213,15.1,140.0,120.0,120.0,420,12,420,420,12,635,19,48,1537,4763.01207174,-1708,-2968,-2940,-3118,-2994,0.0,18,grinevich
SAIDteam2_S,Czech Republic,2025-11-14,3,124,7.5,100.0,0.0,100.0,166,5,331,530,14,530,14,14,530,1688.36629052,148,290,461,459,459,0.0,2,Grinevich
SAIDteam2_S,Czech Republic,2025-11-15,4,228,7.5,150.0,150.0,150.0,476,8,600,600,10,600,10,10,600,1116.9353785199999,160,307,307,307,307,0.0,1,Grinevich
SAIDteam2_S,Czech Republic,2025-11-16,3,83,24.0,66.67,66.67,66.67,145,5,145,271,8,792,22,36,1152,677.82643708,-1647,-1687,-662,-525,-841,0.0,8,grinevich
SAIDteam2_S,Czech Republic,2025-11-17,2,41,21.0,100.0,100.0,100.0,269,8,598,639,16,730,20,29,894,629.44572444,-88,194,171,193,335,0.0,6,grinevich
SAIDteam2_S,Czech Republic,2025-11-18,1,21,12.0,100.0,100.0,100.0,103,5,103,166,8,207,10,10,207,456.12019245,78,79,131,166,166,0.0,3,grinevich
SAIDteam2_S,Czech Republic,2025-11-19,1,21,9.0,100.0,0.0,100.0,21,1,62,134,6,197,8,8,197,0.0,16,-107,-44,10,10,0.0,3,grinevich
SAIDteam2_S,Czech Republic,2025-11-20,1,21,4.0,100.0,100.0,100.0,41,2,41,62,3,83,4,4,83,332.29453153000003,34,34,50,67,67,0.0,3,grinevich
SAIDteam2_S,Czech Republic,2025-11-21,1,52,6.0,100.0,100.0,100.0,671,6,671,671,6,671,6,6,671,331.37756470000005,582,582,582,582,582,0.0,2,grinevich
SAIDteam2_S,Czech Republic,2025-11-23,1,103,1.0,0.0,0.0,0.0,103,1,103,103,1,103,1,1,103,399.63919892,78,78,80,80,80,0.0,6,grinevich
SAIDteam2_S,Czech Republic,2025-11-24,2,72,10.0,50.0,50.0,50.0,483,20,483,483,20,483,20,20,483,356.47486875000004,-163,-162,-162,-162,-162,0.0,3,grinevich
SAIDteam2_S,Czech Republic,2025-11-25,2,93,18.0,50.0,50.0,50.0,548,11,838,1211,25,1438,31,36,1634,590.55685377,347,599,909,1103,1281,0.0,11,grinevich
SAIDteam2_S,Czech Republic,2025-11-26,3,62,2.67,66.67,33.33,33.33,113,5,113,113,5,113,5,8,175,789.72295792,95,95,95,95,149,0.0,11,grinevich
SAIDteam2_S,Czech Republic,2025-11-27,1,21,2.0,100.0,100.0,100.0,41,2,41,41,2,41,2,2,41,723.6504124200002,32,32,32,32,32,0.0,6,grinevich
SAIDteam2_S,Czech Republic,2025-11-28,1,52,9.0,100.0,100.0,100.0,186,5,186,218,6,382,9,9,382,862.6771296,53,53,79,221,220,0.0,4,grinevich
SAIDteam2_S,Czech Republic,2025-11-29,4,83,1.75,50.0,0.0,25.0,83,4,106,106,5,147,7,7,147,1351.2037968000002,-38,3,3,37,35,0.0,17,grinevich
SAIDteam2_S,Czech Republic,2025-11-30,2,41,1.5,50.0,50.0,50.0,62,3,62,62,3,62,3,3,62,1001.3425422,52,52,52,52,52,0.0,11,grinevich
SAIDteam2_S,Czech Republic,2025-12-01,1,41,4.0,100.0,100.0,100.0,62,2,103,103,4,103,4,4,103,999.43043772,53,89,88,89,89,0.0,10,grinevich
SAIDteam2_S,Czech Republic,2025-12-02,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,1112.48864532,17,17,18,18,18,0.0,11,Kolupaev
SAIDteam2_S,Czech Republic,2025-12-08,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,604.814496,16,16,16,16,16,0.0,6,Ilyhin
SAIDteam2_S,Czech Republic,2025-12-09,4,103,6.25,50.0,50.0,50.0,990,21,1155,1155,24,1155,24,25,1176,870.12060681,758,915,966,968,985,25.0,13,grinevich
SAIDteam2_S,Czech Republic,2025-12-12,2,72,3.0,100.0,100.0,100.0,134,5,155,155,6,155,6,6,155,166.79096771999997,112,129,129,129,129,0.0,2,Kolupaev
SAIDteam2_S,Czech Republic,2025-12-13,1,103,54.0,100.0,100.0,100.0,1504,18,1874,2305,32,3833,52,54,4039,129.80018636,1363,1671,1416,2095,2226,0.0,2,grinevich
SAIDteam2_S,Czech Republic,2025-12-14,3,124,5.33,100.0,66.67,100.0,391,7,474,823,13,1008,16,16,1008,228.12828792000005,211,375,710,877,877,0.0,10,grinevich
SAIDteam2_S,Czech Republic,2025-12-15,2,72,2.5,100.0,50.0,100.0,93,3,195,195,5,195,5,5,195,246.05305725,-310,-220,-220,-220,-220,0.0,4,grinevich
SAIDteam2_S,Czech Republic,2025-12-16,2,42,5.0,200.0,100.0,200.0,83,4,103,103,5,103,5,5,103,299.7622383600001,49,67,67,67,67,0.0,5,grinevich
SAIDteam2_S,Czech Republic,2025-12-17,4,174,13.33,200.0,166.67000000000002,200.0,493,17,513,616,20,658,22,22,658,442.7469566000001,347,362,374,408,408,0.0,10,grinevich
SAIDteam2_S,Czech Republic,2025-12-18,2,41,1.5,50.0,50.0,50.0,62,3,62,62,3,62,3,3,62,559.63882884,50,50,51,51,51,0.0,12,grinevich
SAIDteam2_S,Czech Republic,2025-12-21,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,443.81400336,17,16,-5,-5,-5,0.0,4,grinevich
SAIDteam2_S,Czech Republic,2025-12-24,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,739.69766676,17,17,17,17,17,100.0,1,Kolupaev
SAIDteam2_S,Czech Republic,2025-12-25,2,41,3.5,100.0,100.0,100.0,185,7,185,185,7,185,7,7,185,915.2694320900001,-1483,-1757,-1757,-1757,-1757,0.0,4,Kolupaev
SAIDteam2_S,Czech Republic,2025-12-26,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,0.0,16,16,16,16,16,0.0,9,grinevich
SAIDteam2_S,Czech Republic,2025-12-27,3,69,1.33,33.33,33.33,33.33,79,4,79,79,4,79,4,4,79,0.0,94,94,94,94,94,0.0,12,grinevich
SAIDteam2_S,Czech Republic,2025-12-28,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,0.0,-2,-2,-2,-2,-2,0.0,9,grinevich
SAIDteam2_S,Germany,2025-09-27,3,90,4.0,150.0,150.0,150.0,180,6,180,180,6,180,6,6,180,858.987831,32,28,28,60,60,50.0,10,Ilyhin
SAIDteam2_S,Germany,2025-09-28,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,665.5919400000001,38,38,39,39,39,0.0,9,Ilyhin
SAIDteam2_S,Germany,2025-10-04,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,903.8798719600002,20,20,3,19,20,100.0,18,Grinevich
SAIDteam2_S,Germany,2025-10-05,1,20,6.0,100.0,100.0,100.0,60,3,60,60,3,140,6,6,140,1195.962937,35,47,47,92,106,0.0,14,Grinevich
SAIDteam2_S,Germany,2025-10-09,1,20,23.0,100.0,100.0,100.0,70,3,90,200,8,220,9,14,330,0.0,57,74,170,187,282,0.0,2,Grinevich
SAIDteam2_S,Germany,2025-10-10,1,20,3.0,100.0,100.0,100.0,40,2,60,60,3,60,3,3,60,0.0,27,22,23,44,44,0.0,1,Ilyhin
SAIDteam2_S,Germany,2025-10-11,1,100,6.0,100.0,0.0,100.0,100,1,100,120,2,120,2,2,120,0.0,75,74,91,91,91,0.0,1,Grinevich
SAIDteam2_S,Germany,2025-10-13,2,40,8.5,100.0,50.0,100.0,545,16,545,565,17,565,17,17,565,0.0,465,465,478,477,477,0.0,2,Grinevich
SAIDteam2_S,Germany,2025-10-30,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,15,15,15,15,15,0.0,1,Grinevich
SAIDteam2_S,Greece,2025-11-08,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,785.45633374,11,10,12,17,17,100.0,9,grinevich
SAIDteam2_S,Greece,2025-11-09,1,50,8.0,100.0,100.0,100.0,150,5,150,230,8,230,8,8,230,1014.47795332,125,123,194,193,193,0.0,16,grinevich
SAIDteam2_S,Greece,2025-12-02,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,0.0,32,28,28,28,28,0.0,1,grinevich
SAIDteam2_S,Greece,2025-12-09,1,20,2.0,100.0,0.0,100.0,20,1,20,40,2,40,2,2,40,318.53816306000004,17,17,34,33,33,0.0,8,grinevich
SAIDteam2_S,Greece,2025-12-10,1,20,5.0,100.0,100.0,100.0,100,5,100,100,5,100,5,5,100,403.24155105000006,-3,-3,-3,-3,-3,0.0,8,grinevich
SAIDteam2_S,Greece,2025-12-18,1,20,4.0,100.0,100.0,100.0,80,4,80,80,4,80,4,4,80,0.0,72,72,72,72,72,100.0,1,grinevich
SAIDteam2_S,Hungary,2025-12-18,1,26,1.0,0.0,0.0,0.0,26,1,26,26,1,26,1,1,26,405.57702276,20,20,20,20,20,0.0,7,Kolupaev
SAIDteam2_S,Italy,2025-10-22,1,20,4.0,100.0,100.0,100.0,60,3,80,80,4,80,4,4,80,201.95136,48,65,65,65,65,0.0,4,Ilyhin
SAIDteam2_S,Italy,2025-10-24,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,190.16404524,17,17,17,17,17,100.0,8,Ilyhin
SAIDteam2_S,Italy,2025-11-02,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,391.47343950000004,-57,-60,40,47,47,0.0,8,Ilyhin
SAIDteam2_S,Italy,2025-11-03,2,40,4.5,50.0,50.0,50.0,80,4,80,80,4,180,9,9,180,350.28050512,67,62,63,147,147,0.0,8,Ilyhin
SAIDteam2_S,Italy,2025-11-04,1,20,2.0,100.0,0.0,100.0,20,1,20,40,2,40,2,2,40,393.62190725,13,12,18,28,29,0.0,7,Ilyhin
SAIDteam2_S,Italy,2025-11-05,2,40,2.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,372.57894856,32,32,32,32,32,100.0,6,Ilyhin
SAIDteam2_S,Italy,2025-11-08,1,50,7.0,100.0,100.0,100.0,70,2,190,210,6,210,6,7,260,397.5577827,54,153,171,171,212,0.0,6,Ilyhin
SAIDteam2_S,Italy,2025-11-11,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,16,16,16,16,16,0.0,1,Ilyhin
